14:20:09.440 -> Temperature: 22.06⸮C  |  71.71⸮F
14:28:09.379 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:10.570 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:11.727 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:12.911 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:14.067 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:15.255 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:16.418 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:17.606 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:18.755 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:19.950 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:21.115 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:22.278 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:23.467 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:24.621 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:25.787 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:26.970 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:28.139 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:29.336 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:30.503 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:31.669 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:32.833 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:33.995 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:35.192 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:36.350 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:37.531 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:38.681 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:39.860 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:41.048 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:42.222 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:43.389 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:44.551 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:45.714 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:46.910 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:48.080 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:49.241 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:50.399 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:51.586 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:52.747 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:53.934 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:55.095 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:56.263 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:57.442 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:58.626 -> Temperature: 21.94⸮C  |  71.49⸮F
14:28:59.783 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:00.967 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:02.135 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:03.323 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:04.482 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:05.645 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:06.840 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:07.990 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:09.181 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:10.346 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:11.525 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:12.688 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:13.856 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:15.046 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:16.208 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:17.360 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:18.551 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:19.711 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:20.905 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:22.061 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:23.252 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:24.417 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:25.568 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:26.763 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:27.920 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:29.085 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:30.270 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:31.426 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:32.596 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:33.788 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:34.947 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:36.111 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:37.303 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:38.462 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:39.642 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:40.804 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:41.996 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:43.161 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:44.330 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:45.519 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:46.690 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:47.855 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:49.037 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:50.196 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:51.358 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:52.552 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:53.698 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:54.895 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:56.051 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:57.242 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:58.406 -> Temperature: 21.94⸮C  |  71.49⸮F
14:29:59.566 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:00.761 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:01.915 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:03.082 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:04.244 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:05.442 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:06.607 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:07.765 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:08.961 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:10.115 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:11.306 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:12.466 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:13.627 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:14.821 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:15.987 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:17.140 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:18.313 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:19.509 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:20.667 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:21.828 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:23.017 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:24.181 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:25.358 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:26.522 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:27.685 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:28.889 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:30.046 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:31.207 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:32.401 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:33.556 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:34.743 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:35.923 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:37.087 -> Temperature: 21.87⸮C  |  71.37⸮F
14:30:38.247 -> Temperature: 21.87⸮C  |  71.37⸮F
14:30:39.435 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:40.579 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:41.783 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:42.945 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:44.128 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:45.294 -> Temperature: 21.87⸮C  |  71.37⸮F
14:30:46.464 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:47.623 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:48.789 -> Temperature: 21.87⸮C  |  71.37⸮F
14:30:49.977 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:51.144 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:52.332 -> Temperature: 21.87⸮C  |  71.37⸮F
14:30:53.494 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:54.653 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:55.818 -> Temperature: 21.94⸮C  |  71.49⸮F
14:30:56.998 -> Temperature: 21.87⸮C  |  71.37⸮F
14:30:58.186 -> Temperature: 21.87⸮C  |  71.37⸮F
14:30:59.340 -> Temperature: 21.87⸮C  |  71.37⸮F
14:31:00.520 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:01.685 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:02.872 -> Temperature: 21.87⸮C  |  71.37⸮F
14:31:04.039 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:05.196 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:06.394 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:07.557 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:08.719 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:09.909 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:11.059 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:12.253 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:13.415 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:14.598 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:15.755 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:16.942 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:18.092 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:19.281 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:20.433 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:21.631 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:22.795 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:23.981 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:25.136 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:26.292 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:27.494 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:28.646 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:29.835 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:31.001 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:32.162 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:33.346 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:34.508 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:35.671 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:36.864 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:38.018 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:39.186 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:40.374 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:41.533 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:42.713 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:43.906 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:45.052 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:46.251 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:47.406 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:48.565 -> Temperature: 22.00⸮C  |  71.60⸮F
14:31:49.734 -> Temperature: 21.94⸮C  |  71.49⸮F
14:31:50.925 -> Temperature: 22.00⸮C  |  71.60⸮F
14:31:52.119 -> Temperature: 22.12⸮C  |  71.82⸮F
14:31:53.276 -> Temperature: 22.25⸮C  |  72.05⸮F
14:31:54.442 -> Temperature: 22.37⸮C  |  72.27⸮F
14:31:55.600 -> Temperature: 22.50⸮C  |  72.50⸮F
14:31:56.794 -> Temperature: 22.62⸮C  |  72.72⸮F
14:31:57.953 -> Temperature: 22.69⸮C  |  72.84⸮F
14:31:59.143 -> Temperature: 22.75⸮C  |  72.95⸮F
14:32:00.293 -> Temperature: 22.81⸮C  |  73.06⸮F
14:32:01.481 -> Temperature: 22.87⸮C  |  73.18⸮F
14:32:02.652 -> Temperature: 22.94⸮C  |  73.29⸮F
14:32:03.800 -> Temperature: 23.06⸮C  |  73.51⸮F
14:32:04.986 -> Temperature: 23.19⸮C  |  73.74⸮F
14:32:06.157 -> Temperature: 23.31⸮C  |  73.96⸮F
14:32:07.321 -> Temperature: 23.50⸮C  |  74.30⸮F
14:32:08.519 -> Temperature: 23.62⸮C  |  74.52⸮F
14:32:09.671 -> Temperature: 23.75⸮C  |  74.75⸮F
14:32:10.832 -> Temperature: 23.81⸮C  |  74.86⸮F
14:32:12.030 -> Temperature: 23.94⸮C  |  75.09⸮F
14:32:13.193 -> Temperature: 24.06⸮C  |  75.31⸮F
14:32:14.380 -> Temperature: 24.12⸮C  |  75.43⸮F
14:32:15.537 -> Temperature: 24.19⸮C  |  75.54⸮F
14:32:16.698 -> Temperature: 24.25⸮C  |  75.65⸮F
14:32:17.890 -> Temperature: 24.25⸮C  |  75.65⸮F
14:32:19.043 -> Temperature: 24.25⸮C  |  75.65⸮F
14:32:20.230 -> Temperature: 24.31⸮C  |  75.76⸮F
14:32:21.393 -> Temperature: 24.37⸮C  |  75.87⸮F
14:32:22.572 -> Temperature: 24.50⸮C  |  76.10⸮F
14:32:23.736 -> Temperature: 24.56⸮C  |  76.21⸮F
14:32:24.902 -> Temperature: 24.62⸮C  |  76.32⸮F
14:32:26.088 -> Temperature: 24.69⸮C  |  76.44⸮F
14:32:27.276 -> Temperature: 24.75⸮C  |  76.55⸮F
14:32:28.428 -> Temperature: 24.81⸮C  |  76.66⸮F
14:32:29.622 -> Temperature: 24.87⸮C  |  76.77⸮F
14:32:30.776 -> Temperature: 25.00⸮C  |  77.00⸮F
14:32:31.935 -> Temperature: 25.06⸮C  |  77.11⸮F
14:32:33.121 -> Temperature: 25.19⸮C  |  77.34⸮F
14:32:34.282 -> Temperature: 25.31⸮C  |  77.56⸮F
14:32:35.478 -> Temperature: 25.50⸮C  |  77.90⸮F
14:32:36.641 -> Temperature: 25.56⸮C  |  78.01⸮F
14:32:37.826 -> Temperature: 25.56⸮C  |  78.01⸮F
14:32:38.988 -> Temperature: 25.56⸮C  |  78.01⸮F
14:32:40.152 -> Temperature: 25.56⸮C  |  78.01⸮F
14:32:41.338 -> Temperature: 25.56⸮C  |  78.01⸮F
14:32:42.496 -> Temperature: 25.62⸮C  |  78.12⸮F
14:32:43.686 -> Temperature: 25.62⸮C  |  78.12⸮F
14:32:44.850 -> Temperature: 25.75⸮C  |  78.35⸮F
14:32:46.012 -> Temperature: 25.75⸮C  |  78.35⸮F
14:32:47.200 -> Temperature: 25.87⸮C  |  78.57⸮F
14:32:48.359 -> Temperature: 25.94⸮C  |  78.69⸮F
14:32:49.520 -> Temperature: 26.06⸮C  |  78.91⸮F
14:32:50.714 -> Temperature: 26.06⸮C  |  78.91⸮F
14:32:51.864 -> Temperature: 26.12⸮C  |  79.02⸮F
14:32:53.067 -> Temperature: 26.19⸮C  |  79.14⸮F
14:32:54.226 -> Temperature: 26.25⸮C  |  79.25⸮F
14:32:55.411 -> Temperature: 26.31⸮C  |  79.36⸮F
14:32:56.574 -> Temperature: 26.37⸮C  |  79.47⸮F
14:32:57.728 -> Temperature: 26.44⸮C  |  79.59⸮F
14:32:58.894 -> Temperature: 26.50⸮C  |  79.70⸮F
14:33:00.067 -> Temperature: 26.56⸮C  |  79.81⸮F
14:33:01.257 -> Temperature: 26.62⸮C  |  79.93⸮F
14:33:02.414 -> Temperature: 26.62⸮C  |  79.93⸮F
14:33:03.615 -> Temperature: 26.56⸮C  |  79.81⸮F
14:33:04.768 -> Temperature: 26.56⸮C  |  79.81⸮F
14:33:05.932 -> Temperature: 26.50⸮C  |  79.70⸮F
14:33:07.122 -> Temperature: 26.50⸮C  |  79.70⸮F
14:33:08.286 -> Temperature: 26.56⸮C  |  79.81⸮F
14:33:09.473 -> Temperature: 26.62⸮C  |  79.93⸮F
14:33:10.634 -> Temperature: 26.62⸮C  |  79.93⸮F
14:33:11.798 -> Temperature: 26.75⸮C  |  80.15⸮F
14:33:12.988 -> Temperature: 26.81⸮C  |  80.26⸮F
14:33:14.143 -> Temperature: 26.87⸮C  |  80.37⸮F
14:33:15.310 -> Temperature: 27.00⸮C  |  80.60⸮F
14:33:16.508 -> Temperature: 27.06⸮C  |  80.71⸮F
14:33:17.677 -> Temperature: 27.06⸮C  |  80.71⸮F
14:33:18.840 -> Temperature: 27.06⸮C  |  80.71⸮F
14:33:20.002 -> Temperature: 27.06⸮C  |  80.71⸮F
14:33:21.176 -> Temperature: 27.12⸮C  |  80.82⸮F
14:33:22.340 -> Temperature: 27.19⸮C  |  80.94⸮F
14:33:23.531 -> Temperature: 27.25⸮C  |  81.05⸮F
14:33:24.693 -> Temperature: 27.31⸮C  |  81.16⸮F
14:33:25.861 -> Temperature: 27.44⸮C  |  81.39⸮F
14:33:27.053 -> Temperature: 27.50⸮C  |  81.50⸮F
14:33:28.205 -> Temperature: 27.56⸮C  |  81.61⸮F
14:33:29.401 -> Temperature: 27.56⸮C  |  81.61⸮F
14:33:30.565 -> Temperature: 27.56⸮C  |  81.61⸮F
14:33:31.722 -> Temperature: 27.56⸮C  |  81.61⸮F
14:33:32.910 -> Temperature: 27.62⸮C  |  81.72⸮F
14:33:34.081 -> Temperature: 27.69⸮C  |  81.84⸮F
14:33:35.266 -> Temperature: 27.75⸮C  |  81.95⸮F
14:33:36.437 -> Temperature: 27.81⸮C  |  82.06⸮F
14:33:37.587 -> Temperature: 27.87⸮C  |  82.18⸮F
14:33:38.783 -> Temperature: 27.94⸮C  |  82.29⸮F
14:33:39.940 -> Temperature: 27.94⸮C  |  82.29⸮F
14:33:41.099 -> Temperature: 27.94⸮C  |  82.29⸮F
14:33:42.292 -> Temperature: 27.94⸮C  |  82.29⸮F
14:33:43.451 -> Temperature: 27.94⸮C  |  82.29⸮F
14:33:44.645 -> Temperature: 28.00⸮C  |  82.40⸮F
14:33:45.800 -> Temperature: 28.00⸮C  |  82.40⸮F
14:33:46.985 -> Temperature: 28.06⸮C  |  82.51⸮F
14:33:48.146 -> Temperature: 28.06⸮C  |  82.51⸮F
14:33:49.303 -> Temperature: 28.06⸮C  |  82.51⸮F
14:33:50.494 -> Temperature: 28.06⸮C  |  82.51⸮F
14:33:51.649 -> Temperature: 28.06⸮C  |  82.51⸮F
14:33:52.844 -> Temperature: 28.06⸮C  |  82.51⸮F
14:33:54.003 -> Temperature: 28.06⸮C  |  82.51⸮F
14:33:55.167 -> Temperature: 28.06⸮C  |  82.51⸮F
14:33:56.367 -> Temperature: 28.12⸮C  |  82.62⸮F
14:33:57.536 -> Temperature: 28.12⸮C  |  82.62⸮F
14:33:58.694 -> Temperature: 28.12⸮C  |  82.62⸮F
14:33:59.886 -> Temperature: 28.25⸮C  |  82.85⸮F
14:34:01.058 -> Temperature: 28.25⸮C  |  82.85⸮F
14:34:02.210 -> Temperature: 28.25⸮C  |  82.85⸮F
14:34:03.373 -> Temperature: 28.19⸮C  |  82.74⸮F
14:34:04.571 -> Temperature: 28.19⸮C  |  82.74⸮F
14:34:05.741 -> Temperature: 28.19⸮C  |  82.74⸮F
14:34:06.911 -> Temperature: 28.19⸮C  |  82.74⸮F
14:34:08.066 -> Temperature: 28.25⸮C  |  82.85⸮F
14:34:09.257 -> Temperature: 28.31⸮C  |  82.96⸮F
14:34:10.431 -> Temperature: 28.37⸮C  |  83.07⸮F
14:34:11.584 -> Temperature: 28.37⸮C  |  83.07⸮F
14:34:12.775 -> Temperature: 28.37⸮C  |  83.07⸮F
14:34:13.933 -> Temperature: 28.37⸮C  |  83.07⸮F
14:34:15.124 -> Temperature: 28.37⸮C  |  83.07⸮F
14:34:16.290 -> Temperature: 28.37⸮C  |  83.07⸮F
14:34:17.447 -> Temperature: 28.44⸮C  |  83.19⸮F
14:34:18.633 -> Temperature: 28.50⸮C  |  83.30⸮F
14:34:19.798 -> Temperature: 28.56⸮C  |  83.41⸮F
14:34:20.956 -> Temperature: 28.56⸮C  |  83.41⸮F
14:34:22.141 -> Temperature: 28.56⸮C  |  83.41⸮F
14:34:23.303 -> Temperature: 28.56⸮C  |  83.41⸮F
14:34:24.504 -> Temperature: 28.50⸮C  |  83.30⸮F
14:34:25.675 -> Temperature: 28.50⸮C  |  83.30⸮F
14:34:26.835 -> Temperature: 28.56⸮C  |  83.41⸮F
14:34:27.994 -> Temperature: 28.56⸮C  |  83.41⸮F
14:34:29.178 -> Temperature: 28.62⸮C  |  83.52⸮F
14:34:30.340 -> Temperature: 28.62⸮C  |  83.52⸮F
14:34:31.527 -> Temperature: 28.69⸮C  |  83.64⸮F
14:34:32.694 -> Temperature: 28.69⸮C  |  83.64⸮F
14:34:33.853 -> Temperature: 28.69⸮C  |  83.64⸮F
14:34:35.029 -> Temperature: 28.69⸮C  |  83.64⸮F
14:34:36.225 -> Temperature: 28.62⸮C  |  83.52⸮F
14:34:37.384 -> Temperature: 28.62⸮C  |  83.52⸮F
14:34:38.545 -> Temperature: 28.69⸮C  |  83.64⸮F
14:34:39.741 -> Temperature: 28.75⸮C  |  83.75⸮F
14:34:40.898 -> Temperature: 28.81⸮C  |  83.86⸮F
14:34:42.059 -> Temperature: 28.81⸮C  |  83.86⸮F
14:34:43.251 -> Temperature: 28.81⸮C  |  83.86⸮F
14:34:44.407 -> Temperature: 28.81⸮C  |  83.86⸮F
14:34:45.602 -> Temperature: 28.75⸮C  |  83.75⸮F
14:34:46.766 -> Temperature: 28.75⸮C  |  83.75⸮F
14:34:47.925 -> Temperature: 28.81⸮C  |  83.86⸮F
14:34:49.117 -> Temperature: 28.87⸮C  |  83.97⸮F
14:34:50.270 -> Temperature: 28.94⸮C  |  84.09⸮F
14:34:51.468 -> Temperature: 28.94⸮C  |  84.09⸮F
14:34:52.637 -> Temperature: 29.00⸮C  |  84.20⸮F
14:34:53.789 -> Temperature: 29.06⸮C  |  84.31⸮F
14:34:54.973 -> Temperature: 29.06⸮C  |  84.31⸮F
14:34:56.126 -> Temperature: 29.12⸮C  |  84.43⸮F
14:34:57.324 -> Temperature: 29.06⸮C  |  84.31⸮F
14:34:58.478 -> Temperature: 29.12⸮C  |  84.43⸮F
14:34:59.665 -> Temperature: 29.12⸮C  |  84.43⸮F
14:35:00.815 -> Temperature: 29.19⸮C  |  84.54⸮F
14:35:02.010 -> Temperature: 29.19⸮C  |  84.54⸮F
14:35:03.161 -> Temperature: 29.19⸮C  |  84.54⸮F
14:35:04.348 -> Temperature: 29.25⸮C  |  84.65⸮F
14:35:05.510 -> Temperature: 29.25⸮C  |  84.65⸮F
14:35:06.711 -> Temperature: 29.12⸮C  |  84.43⸮F
14:35:07.869 -> Temperature: 29.00⸮C  |  84.20⸮F
14:35:09.029 -> Temperature: 28.94⸮C  |  84.09⸮F
14:35:10.215 -> Temperature: 28.94⸮C  |  84.09⸮F
14:35:11.378 -> Temperature: 28.94⸮C  |  84.09⸮F
14:35:12.567 -> Temperature: 29.00⸮C  |  84.20⸮F
14:35:13.735 -> Temperature: 29.00⸮C  |  84.20⸮F
14:35:14.892 -> Temperature: 29.00⸮C  |  84.20⸮F
14:35:16.057 -> Temperature: 29.06⸮C  |  84.31⸮F
14:35:17.246 -> Temperature: 29.00⸮C  |  84.20⸮F
14:35:18.407 -> Temperature: 29.00⸮C  |  84.20⸮F
14:35:19.592 -> Temperature: 29.00⸮C  |  84.20⸮F
14:35:20.752 -> Temperature: 29.06⸮C  |  84.31⸮F
14:35:21.940 -> Temperature: 29.06⸮C  |  84.31⸮F
14:35:23.099 -> Temperature: 29.12⸮C  |  84.43⸮F
14:35:24.263 -> Temperature: 29.19⸮C  |  84.54⸮F
14:35:25.464 -> Temperature: 29.25⸮C  |  84.65⸮F
14:35:26.627 -> Temperature: 29.25⸮C  |  84.65⸮F
14:35:27.784 -> Temperature: 29.19⸮C  |  84.54⸮F
14:35:28.969 -> Temperature: 29.12⸮C  |  84.43⸮F
14:35:30.133 -> Temperature: 29.19⸮C  |  84.54⸮F
14:35:31.300 -> Temperature: 29.19⸮C  |  84.54⸮F
14:35:32.479 -> Temperature: 29.25⸮C  |  84.65⸮F
14:35:33.659 -> Temperature: 29.25⸮C  |  84.65⸮F
14:35:34.814 -> Temperature: 29.31⸮C  |  84.76⸮F
14:35:36.015 -> Temperature: 29.37⸮C  |  84.87⸮F
14:35:37.181 -> Temperature: 29.37⸮C  |  84.87⸮F
14:35:38.332 -> Temperature: 29.37⸮C  |  84.87⸮F
14:35:39.529 -> Temperature: 29.37⸮C  |  84.87⸮F
14:35:40.690 -> Temperature: 29.37⸮C  |  84.87⸮F
14:35:41.855 -> Temperature: 29.37⸮C  |  84.87⸮F
14:35:43.046 -> Temperature: 29.37⸮C  |  84.87⸮F
14:35:44.205 -> Temperature: 29.44⸮C  |  84.99⸮F
14:35:45.396 -> Temperature: 29.50⸮C  |  85.10⸮F
14:35:46.560 -> Temperature: 29.56⸮C  |  85.21⸮F
14:35:47.720 -> Temperature: 29.62⸮C  |  85.32⸮F
14:35:48.913 -> Temperature: 29.69⸮C  |  85.44⸮F
14:35:50.075 -> Temperature: 29.69⸮C  |  85.44⸮F
14:35:51.231 -> Temperature: 29.69⸮C  |  85.44⸮F
14:35:52.423 -> Temperature: 29.75⸮C  |  85.55⸮F
14:35:53.573 -> Temperature: 29.81⸮C  |  85.66⸮F
14:35:54.742 -> Temperature: 29.81⸮C  |  85.66⸮F
14:35:55.938 -> Temperature: 29.81⸮C  |  85.66⸮F
14:35:57.095 -> Temperature: 29.87⸮C  |  85.77⸮F
14:35:58.292 -> Temperature: 29.87⸮C  |  85.77⸮F
14:35:59.448 -> Temperature: 29.94⸮C  |  85.89⸮F
14:36:00.631 -> Temperature: 29.94⸮C  |  85.89⸮F
14:36:01.780 -> Temperature: 29.94⸮C  |  85.89⸮F
14:36:02.967 -> Temperature: 29.94⸮C  |  85.89⸮F
14:36:04.131 -> Temperature: 29.94⸮C  |  85.89⸮F
14:36:05.325 -> Temperature: 30.00⸮C  |  86.00⸮F
14:36:06.488 -> Temperature: 30.06⸮C  |  86.11⸮F
14:36:07.648 -> Temperature: 30.06⸮C  |  86.11⸮F
14:36:08.844 -> Temperature: 30.12⸮C  |  86.22⸮F
